,Date,signal,vwap
2416,2023-10-05,0.0,330.46191294434544
2417,2023-10-06,0.0,330.38259785622535
2418,2023-10-09,0.0,330.3237853968048
2419,2023-10-10,0.0,330.3049051447769
2420,2023-10-11,1.0,330.29542734452605
2421,2023-10-12,1.0,330.3039714593277
2422,2023-10-13,0.0,330.31004476807493
2423,2023-10-16,1.0,330.3024255533949
2424,2023-10-17,1.0,330.32479778567307
2425,2023-10-18,0.0,330.32904358697806
2426,2023-10-19,1.0,330.3372349011166
2427,2023-10-20,0.0,330.3608495691756
2428,2023-10-23,0.0,330.34052352851444
2429,2023-10-24,1.0,330.32774537973347
2430,2023-10-25,1.0,330.3241716966799
2431,2023-10-26,0.0,330.52924587545317
2432,2023-10-27,0.0,330.5494742301847
2433,2023-10-30,1.0,330.56012254693746
2434,2023-10-31,1.0,330.6017657114485
2435,2023-11-01,1.0,330.64519358154007
2436,2023-11-02,1.0,330.7684315494395
2437,2023-11-03,1.0,330.8957541046285
2438,2023-11-06,1.0,331.04857045716335
2439,2023-11-07,1.0,331.2323486028947
2440,2023-11-08,1.0,331.4636645411625
2441,2023-11-09,1.0,331.7186216334948
2442,2023-11-10,1.0,331.94708628081645
2443,2023-11-13,1.0,332.2431018099933
2444,2023-11-14,1.0,332.4514630002521
2445,2023-11-15,1.0,332.75935658347817
2446,2023-11-16,1.0,333.0541796623461
2447,2023-11-17,1.0,333.3817329611589
2448,2023-11-20,1.0,333.8117643673351
2449,2023-11-21,1.0,334.4389435317962
2450,2023-11-22,1.0,334.75247630055054
2451,2023-11-24,1.0,335.03290859069074
2452,2023-11-27,1.0,335.15204047376085
2453,2023-11-28,1.0,335.4194428429916
2454,2023-11-29,1.0,335.6789891388625
2455,2023-11-30,1.0,336.0328797369846
2456,2023-12-01,1.0,336.38319681534455
2457,2023-12-04,1.0,336.72414811604284
2458,2023-12-05,1.0,336.985369141297
2459,2023-12-06,1.0,337.1902682120818
2460,2023-12-07,1.0,337.37584782534316
2461,2023-12-08,1.0,337.57140262775306
2462,2023-12-11,1.0,337.7542633777
2463,2023-12-12,1.0,337.9836830561501
2464,2023-12-13,1.0,338.2084485481017
2465,2023-12-14,1.0,338.49386142848675
2466,2023-12-15,1.0,338.81620716157573
2467,2023-12-18,1.0,339.41935675127144
2468,2023-12-19,1.0,339.59159990156525
2469,2023-12-20,1.0,339.75609716433456
2470,2023-12-21,1.0,339.9655562771856
2471,2023-12-22,1.0,340.1061516079036
2472,2023-12-26,1.0,340.2468788015697
2473,2023-12-27,1.0,340.35315808598267
2474,2023-12-28,1.0,340.4735583727294
2475,2023-12-29,1.0,340.59300394491044
2476,2024-01-02,1.0,340.74903008848423
2477,2024-01-03,1.0,340.9311183749851
2478,2024-01-04,1.0,341.0935101190525
2479,2024-01-05,1.0,341.23223996260026
2480,2024-01-08,1.0,341.36707490240184
2481,2024-01-09,1.0,341.5367109314976
2482,2024-01-10,1.0,341.69442759006404
2483,2024-01-11,1.0,341.92517288485345
2484,2024-01-12,1.0,342.2003080587593
2485,2024-01-16,1.0,342.4217485084178
2486,2024-01-17,1.0,342.71766992077863
2487,2024-01-18,1.0,342.94433236412993
2488,2024-01-19,1.0,343.2040336637294
2489,2024-01-22,1.0,343.55305618396335
2490,2024-01-23,1.0,343.8709528538333
2491,2024-01-24,1.0,344.11218982711523
2492,2024-01-25,1.0,344.43128740639366
2493,2024-01-26,1.0,344.7071323975272
2494,2024-01-29,1.0,344.93637187702996
2495,2024-01-30,1.0,345.2693305788444
2496,2024-01-31,1.0,345.7281557887064
2497,2024-02-01,1.0,346.31222427852134
2498,2024-02-02,1.0,346.6875546363018
2499,2024-02-05,1.0,347.05635006959517
2500,2024-02-06,1.0,347.3720342667742
2501,2024-02-07,1.0,347.5932350730798
2502,2024-02-08,1.0,347.8895647855823
2503,2024-02-09,1.0,348.1779533252913
2504,2024-02-12,1.0,348.49607206373037
2505,2024-02-13,1.0,348.7913020106788
2506,2024-02-14,1.0,349.11676589926805
2507,2024-02-15,1.0,349.3587229072097
2508,2024-02-16,1.0,349.609656764967
2509,2024-02-20,1.0,349.8573556236979
2510,2024-02-21,1.0,350.1081713068838
2511,2024-02-22,1.0,350.29434934929156
2512,2024-02-23,1.0,350.6174505705896
2513,2024-02-26,1.0,350.81285827855777
2514,2024-02-27,1.0,350.9973659549425
2515,2024-02-28,1.0,351.1582280565544
2516,2024-02-29,1.0,351.3026917594345
2517,2024-03-01,1.0,351.67282885152053
