,Date,signal,vwap
2330,2023-07-21,1.0,158.9249599220481
2331,2023-07-24,1.0,159.1786747063232
2332,2023-07-25,1.0,159.3395913935937
2333,2023-07-26,1.0,159.472048589284
2334,2023-07-27,1.0,159.64327353095538
2335,2023-07-28,1.0,159.81199577854807
2336,2023-07-31,1.0,159.9879565625005
2337,2023-08-01,1.0,160.13027272843044
2338,2023-08-02,1.0,160.25755841436208
2339,2023-08-03,1.0,160.42477551095482
2340,2023-08-04,1.0,160.6147205231518
2341,2023-08-07,1.0,160.87999713119595
2342,2023-08-08,1.0,161.06072361552947
2343,2023-08-09,1.0,161.1806214475275
2344,2023-08-10,1.0,161.283072988511
2345,2023-08-11,1.0,161.37517231487914
2346,2023-08-14,1.0,161.45625300170786
2347,2023-08-15,1.0,161.52860942088498
2348,2023-08-16,1.0,161.59685222176168
2349,2023-08-17,1.0,161.66618452281642
2350,2023-08-18,1.0,161.74897018224283
2351,2023-08-21,1.0,161.81809412534076
2352,2023-08-22,1.0,161.8759286197809
2353,2023-08-23,1.0,161.93514022123594
2354,2023-08-24,1.0,162.02462445279147
2355,2023-08-25,1.0,162.10433511943697
2356,2023-08-28,1.0,162.17838933013704
2357,2023-08-29,1.0,162.24855834469534
2358,2023-08-30,1.0,162.34739109795478
2359,2023-08-31,1.0,162.4810202293562
2360,2023-09-01,1.0,162.62082939333644
2361,2023-09-05,1.0,162.72933913904288
2362,2023-09-06,1.0,162.83541012882813
2363,2023-09-07,1.0,162.99098600218872
2364,2023-09-08,1.0,163.1230806913569
2365,2023-09-11,1.0,163.21195944484643
2366,2023-09-12,1.0,163.29237337397234
2367,2023-09-13,1.0,163.39921454582827
2368,2023-09-14,1.0,163.4835896444148
2369,2023-09-15,1.0,163.54369315779664
2370,2023-09-18,1.0,163.64966434654704
2371,2023-09-19,1.0,163.7292877064423
2372,2023-09-20,1.0,163.7933513747845
2373,2023-09-21,1.0,163.85648875551792
2374,2023-09-22,1.0,163.9126942781548
2375,2023-09-25,1.0,163.96560009779398
2376,2023-09-26,1.0,164.0099089459966
2377,2023-09-27,1.0,164.05669806240175
2378,2023-09-28,1.0,164.0933239522543
2379,2023-09-29,1.0,164.12054305735737
2380,2023-10-02,1.0,164.15129192142996
2381,2023-10-03,1.0,164.1880309114932
2382,2023-10-04,1.0,164.2198842560214
2383,2023-10-05,1.0,164.25644044521317
2384,2023-10-06,1.0,164.2949789432425
2385,2023-10-09,1.0,164.3484463419502
2386,2023-10-10,1.0,164.39346210489734
2387,2023-10-11,1.0,164.44207174934579
2388,2023-10-12,1.0,164.49605589861721
2389,2023-10-13,1.0,164.56702426492032
2390,2023-10-16,1.0,164.62663034872853
2391,2023-10-17,1.0,164.68083453493088
2392,2023-10-18,1.0,164.73397120154195
2393,2023-10-19,1.0,164.7815546887814
2394,2023-10-20,1.0,164.83257751263056
2395,2023-10-23,1.0,164.87513894882582
2396,2023-10-24,1.0,164.90633158088622
2397,2023-10-25,1.0,164.93233137024563
2398,2023-10-26,1.0,164.9606804406308
2399,2023-10-27,1.0,164.9764519546927
2400,2023-10-30,1.0,164.98949184521067
2401,2023-10-31,1.0,165.00870035316714
2402,2023-11-01,1.0,165.02459874396013
2403,2023-11-02,1.0,165.05672609423604
2404,2023-11-03,1.0,165.12325588204834
2405,2023-11-06,1.0,165.1834610049594
2406,2023-11-07,1.0,165.24342954596392
2407,2023-11-08,1.0,165.32306156557928
2408,2023-11-09,1.0,165.3837876270532
2409,2023-11-10,1.0,165.44999477574433
2410,2023-11-13,1.0,165.54342117767763
2411,2023-11-14,1.0,165.60308701231236
2412,2023-11-15,1.0,165.69424000877913
2413,2023-11-16,1.0,165.77946276476789
2414,2023-11-17,1.0,165.87009843624037
2415,2023-11-20,1.0,165.95350391963623
2416,2023-11-21,1.0,166.03407922389482
2417,2023-11-22,1.0,166.09859544818812
2418,2023-11-24,1.0,166.16813478087286
2419,2023-11-27,1.0,166.2074446993545
2420,2023-11-28,1.0,166.27273899325633
2421,2023-11-29,1.0,166.33558510864424
2422,2023-11-30,1.0,166.4051274151304
2423,2023-12-01,1.0,166.48135586587503
2424,2023-12-04,1.0,166.5559306988216
2425,2023-12-05,1.0,166.62138022221063
2426,2023-12-06,1.0,166.73761016897035
2427,2023-12-07,1.0,166.8098620768342
2428,2023-12-08,1.0,166.8967214845713
2429,2023-12-11,1.0,166.996683642542
2430,2023-12-12,1.0,167.1001810223044
2431,2023-12-13,1.0,167.1925431398267
2432,2023-12-14,1.0,167.32980474094794
2433,2023-12-15,1.0,167.46341193091243
2434,2023-12-18,1.0,167.71403496609045
2435,2023-12-19,1.0,167.81442320257227
2436,2023-12-20,1.0,167.8897843004077
2437,2023-12-21,1.0,167.98318486588929
2438,2023-12-22,1.0,168.063702987046
2439,2023-12-26,1.0,168.12507735536485
2440,2023-12-27,1.0,168.17133224182305
2441,2023-12-28,1.0,168.24580557385775
2442,2023-12-29,1.0,168.30090159250207
2443,2024-01-02,1.0,168.36707777911494
2444,2024-01-03,1.0,168.45839048848248
2445,2024-01-04,1.0,168.51710938879063
2446,2024-01-05,1.0,168.57739898210093
2447,2024-01-08,1.0,168.62686457932156
2448,2024-01-09,1.0,168.68389283972894
2449,2024-01-10,1.0,168.72525894842857
2450,2024-01-11,1.0,168.77353856396778
2451,2024-01-12,1.0,168.82367877735996
2452,2024-01-16,1.0,168.86604130441043
2453,2024-01-17,1.0,168.92228281996856
2454,2024-01-18,1.0,168.95978205777004
2455,2024-01-19,1.0,169.0489402499849
2456,2024-01-22,1.0,169.13885759618583
2457,2024-01-23,1.0,169.22791003963184
2458,2024-01-24,1.0,169.29302071039038
2459,2024-01-25,1.0,169.37548331523473
2460,2024-01-26,1.0,169.4574192190017
2461,2024-01-29,1.0,169.51977127640174
2462,2024-01-30,1.0,169.58012087684452
2463,2024-01-31,1.0,169.6443876263346
2464,2024-02-01,1.0,169.69534065415326
2465,2024-02-02,1.0,169.75677773925108
2466,2024-02-05,1.0,169.84256622533536
2467,2024-02-06,1.0,169.91419531059
2468,2024-02-07,1.0,169.96080389267897
2469,2024-02-08,1.0,170.02154063497562
2470,2024-02-09,1.0,170.06481484830957
2471,2024-02-12,1.0,170.11368986765655
2472,2024-02-13,1.0,170.15531982705863
2473,2024-02-14,1.0,170.20289638330985
2474,2024-02-15,1.0,170.24585238613335
2475,2024-02-16,1.0,170.29396550699494
2476,2024-02-20,1.0,170.32945900671243
2477,2024-02-21,1.0,170.36268725503652
2478,2024-02-22,1.0,170.38972528228726
2479,2024-02-23,1.0,170.4293690228038
2480,2024-02-26,1.0,170.46170912187733
2481,2024-02-27,1.0,170.48689865353745
2482,2024-02-28,1.0,170.52175132010788
2483,2024-02-29,1.0,170.5516800692707
2484,2024-03-01,1.0,170.62983068922378
2485,2024-03-04,1.0,170.6642818184011
2486,2024-03-05,-1.0,170.6847203505971
2487,2024-03-06,-1.0,170.68424876286116
2488,2024-03-07,-1.0,170.68052656652014
2489,2024-03-08,1.0,170.6756054393543
2490,2024-03-11,1.0,170.67743242236685
2491,2024-03-12,1.0,170.68508947294168
2492,2024-03-13,1.0,170.6916911721976
2493,2024-03-14,1.0,170.69448394663547
2494,2024-03-15,1.0,170.70384210686285
2495,2024-03-18,1.0,170.7111310548007
2496,2024-03-19,1.0,170.7280458448144
2497,2024-03-20,1.0,170.74105466386067
2498,2024-03-21,1.0,170.75979212175585
2499,2024-03-22,1.0,170.77339331640255
2500,2024-03-25,1.0,170.77714749792528
2501,2024-03-26,-1.0,170.77706236335294
2502,2024-03-27,1.0,170.7754714272519
2503,2024-03-28,1.0,170.7802940869952
2504,2024-04-01,-1.0,170.7823907852347
2505,2024-04-02,-1.0,170.78114676903783
2506,2024-04-03,-1.0,170.7761979221604
2507,2024-04-04,-1.0,170.7734479245509
2508,2024-04-05,-1.0,170.77095428907518
2509,2024-04-08,-1.0,170.7685591680209
2510,2024-04-09,-1.0,170.76453631948957
2511,2024-04-10,-1.0,170.76156003045864
2512,2024-04-11,1.0,170.75467545479853
2513,2024-04-12,1.0,170.76434543952885
2514,2024-04-15,1.0,170.79258261953498
2515,2024-04-16,-1.0,170.80400934464305
2516,2024-04-17,-1.0,170.8027991907308
